Станция,Широта,Долгота,Код
голованово,58.1452918,56.4486168,765302
балмошная,58.0767367,56.3436927,760900
хотунок,47.441945,40.0950484,513403
половинка-чусовская,58.9579265,57.6102961,768008
яшкино,55.871594,85.420289,873206
дьяконово,51.648453,35.9567298,208004
сулея,55.1335422,58.8865861,807609
кочубей,44.3866551,46.5950923,542008
дербышки,55.8535262,49.1960644,251004
шарташ,56.8293519,60.6485009,780603
зверево,48.0203,40.1152674,512002
навля,52.8212365,34.4954529,203803
потьма,54.113906,42.9049614,640501
электростанция,55.1921879,61.4147137,801405
чурилово,55.1630689,61.540468,801104
клявлино,54.2598428,52.0239021,647407
шентала,54.4382659,51.4719799,647204
челна,54.4063476,51.0960951,647002
погрузная,54.2307921,50.4419446,646809
майна,54.1170432,47.6216501,643707
ночка,53.8821734,46.1051828,642009
зубова поляна,54.0815499,42.8373161,640408
уруссу,54.5991081,53.4475328,650607
туймазы,54.6075606,53.7096986,651008
кандры,54.5532634,54.0997374,651205
буздяк,54.5692862,54.521083,651309
ржев-балтийский,56.2394583,34.3206158,63006
почтовая,44.8365086,33.9641274,857006
почтовая,44.8365086,33.9641274,473804
теренсай,51.5995292,59.505049,815605
заглядино,53.5539219,52.7327153,659508
новотроицк,51.2021202,58.3403747,814208
антропшино,59.6408867,30.4268504,32406
кузино,57.0215668,59.4412629,782702
ревда,56.8120948,59.9262732,781409
юрты,56.0407937,97.6355361,920203
миллионная,53.8417397,39.0370953,227607
желтухино,53.7692104,39.8089144,228101
скопин,53.8249392,39.5761389,228008
вослебово,53.8496359,39.4966677,227908
павелец-сызранский,53.841297,39.2182121,227700
гарнея,56.3308641,28.3568742,65202
докшукино,43.5631013,43.8584163,537809
мухтолово,55.4641611,43.2005703,244000
чапаевка-ростовская,48.0198472,40.7558897,589108
нижний ломов,53.5176118,43.677451,633103
кариан-строганово,52.4306353,41.5130317,601600
мекензиевы горы,44.6512903,33.5927066,857400
мекензиевы горы,44.6512903,33.5927066,473503
надеждинская,43.3692634,131.9923291,986508
когалым,62.2584029,74.5448488,798202
большой камень,43.1249629,132.3447579,983105
петровка,43.1544223,132.3951164,983001
стрелковая,43.0022246,132.3354721,983209
дунай,42.8761469,132.3428401,983406
новошахтинская,44.0039398,132.0834249,976900
арсеньев,44.1788551,133.2711312,976205
новочугуевка,44.2230667,133.8327147,976600
гродеково,44.4068125,131.3742328,989205
пржевальская,44.310333,131.6488333,989008
липовцы,44.1811999,131.7054856,988908
новокачалинск,45.1000887,132.0185745,975503
камень-рыболов,44.7287856,132.0249957,975306
хорольск,44.4498878,132.1066891,975202
ярославка-приморская,44.1904897,132.2213548,975005
лучки,44.277569,132.2525114,975109
посьет,42.6637877,130.8142921,987708
блюхер,42.8682958,131.3824618,987905
камышовая,42.6774073,130.640198,979608
поздино,58.4952204,49.6978794,273408
милославское,53.5741184,39.4420284,603201
летяжевка,51.8823301,43.3616353,605601
аркадак,51.9378782,43.5027762,605809
иноковка,52.6479476,42.3853867,602503
пешелань,55.2960725,43.9295411,245709
малинов яр,50.8185202,35.897119,436504
отрожка,51.7284686,39.2670062,590001
вогулка,57.33286,58.5254842,764403
оренбург,51.7763659,55.0744334,811905
гуково,48.0499167,39.9412787,580404
лабытнанги,66.6525203,66.4044249,289904
елецкая,67.0430218,64.2189127,289603
тащиловка,52.4846031,44.2787808,607908
кривенковская,44.1858335,39.2422722,533808
карамыш,50.9636714,45.5241452,621303
сальск,46.4703147,41.5462562,518403
мшинская,59.0175577,29.9493519,72206
верево,59.6453093,30.2206584,34702
предпортовая,59.8327778,30.2902266,35004
сиверская,59.3546861,30.0626379,72507
строганово,59.2716867,30.034179,72403
мятлевская,54.8922102,35.6752353,189301
замчалово,48.1164642,40.069212,580300
сулин,47.8815799,40.093191,512106
дымка,54.2985802,52.4979436,647500
каяла,46.9354111,39.6766734,514205
киря,55.0818873,46.860162,247808
уржумка,55.1175342,59.7675085,806108
макушино,55.2223452,67.2187431,826600
петухово,55.0715245,67.888116,826402
петухово,55.0714764,67.8880831,826402
лечебный,56.7949401,60.7272184,794201
виноградово,55.4268918,38.5599384,195209
беленихино,50.9404506,36.6226955,435408
белорецк,53.9267254,58.3217042,654307
сухона,59.4567695,40.0908092,300605
харовская,59.9475642,40.2005437,301109
кадниковский,60.3160205,40.2665421,301307
вожега,60.4738852,40.2188122,301400
ерцево,60.7958087,40.0932419,292907
архангельск-город,64.5509068,40.5744329,290507
камышлов,56.8487564,62.7128658,792901
хохольская,51.5865036,38.7630445,596101
ольховатка,50.2859666,39.3006006,585605
моглино,57.7827666,28.1674191,70906
капитолово,60.0944991,30.4720871,38008
костомукша-пассажирская,64.6083835,30.6028193,27906
ижевск,56.8019108,53.1897095,255409
кемь,64.9552975,34.5691573,13208
павловский посад,55.7757853,38.6739567,231104
новоспасское,53.153491,47.7504766,635306
ивня,51.0533226,36.1769278,435802
выборг,60.7157648,28.7518913,20004
невская дубровка,59.843805,30.9287743,36604
калище,59.8827796,29.1050574,74803
нижнемальцево,54.2740911,41.6879094,221808
кириши,59.4575778,32.0276839,45209
тихвин,59.6363269,33.5047478,47505
бежецк,57.7978114,36.6944794,51708
вахрушево,58.6754357,50.0309263,271205
ложки,48.4402321,43.3797902,615209
чир,48.4827095,43.1612733,615105
сывдарма,65.266149,77.7461142,799008
бавлены,56.3997411,39.5616825,317201
карбышево 1,54.9375863,73.3283664,830304
утяк,55.407778,65.5352376,827000
липяги,53.1015791,49.9846441,639504
приютово,53.8962263,53.9347333,656406
канаевка,53.1056636,45.5820072,634002
невьянск,57.4917777,60.182874,770809
байчурово,51.3433049,42.684618,605103
поворино,51.1995427,42.2457709,584405
некрылово,51.1379392,41.4743717,583900
бобров,51.1145572,40.0409844,582700
лиски,50.9793724,39.5086209,582005
новомихайловская,48.0484607,40.1265818,588800
ангелинская,45.3640953,38.4628169,522305
величковка,45.4622537,38.7049614,522409
протока,45.2334858,38.1453547,522108
полтавская,45.3449708,38.2194413,522201
платовка,51.9711583,53.9095661,811500
бузулук,52.7686272,52.2704118,810809
погромное,52.6160906,52.4916009,811002
неприк,53.0409832,51.7131615,810601
карламан,54.4275049,56.3247585,652000
высокогорная,50.1002316,139.1254735,966504
иртышское,53.9119539,74.904305,835007
калманка,53.0890379,83.3692776,844608
ковров 1,56.3687755,41.3045195,263105
волосатая,55.9740008,41.6215458,240404
ялга,54.1301087,45.1398101,641504
красный узел,54.4129733,45.3480729,247009
мереть,54.5021092,86.3158011,862201
новокузнецк,53.7458875,87.1179195,860102
полосухино,53.8998376,87.327522,863204
мыски,53.7430957,87.7436668,864705
томусинская,53.7637741,87.6017216,864601
курегеш,53.9041517,87.4736541,863308
тальжино,53.7579312,87.4103701,864404
абакан,53.7144997,91.4394236,888004
ташеба,53.674724,91.2981449,887800
кийзак,53.7248798,87.9331541,864809
междуреченск,53.6988423,88.0221901,864902
терентьевская,54.0676488,86.8656258,862108
вахитово,55.7667482,49.1075657,250707
ерунаково,53.9985355,87.1860838,863007
медногорск,51.4067098,57.5850843,813602
халилово,51.39984,58.1268772,813807
халилово,51.3998387,58.1268749,813807
сара,51.4675325,57.9084648,813703
сара,51.467531,57.9084626,813703
сара,51.4673586,57.9080169,813703
золотая сопка,54.0459568,61.6097054,803701
асфальтная,55.0799794,61.3308603,800309
дубиновка,51.5276944,56.8405453,813205
кувандык,51.4747585,57.3497775,813402
кандуровка,51.5193996,56.6893636,813101
кандуровка,51.5193786,56.689893,813101
круторожино,51.2919203,58.4314044,814000
кичера,55.9308617,110.0993594,903401
окусикан,56.1926344,113.5552397,904003
рышково,51.6557111,36.1368328,208108
желтиково,56.2978781,37.942231,236502
бекасово-сортировочное,55.4185779,36.871703,180006
назарово,55.9968216,90.3681149,884003
улуй,56.1457486,90.4048576,883903
ачинск 2,56.2499688,90.5151712,883809
суриково,56.9861055,91.3969588,881804
абалаково,58.0839037,92.6377682,882309
лесосибирск,58.2290156,92.4709824,882506
саянская,55.5461214,94.707427,889100
мана,54.959324,93.951948,888907
лена,56.7817642,105.7455314,927105
графская,51.8809022,39.5908604,590406
солдатка,56.8139789,59.3887458,259608
бисертский завод,56.8449649,59.0663356,259504
зюрзя,56.6640598,57.8523014,259006
уфимка,56.7035176,58.0382019,259100
барабинск,55.3552126,78.3510807,833603
мошково,55.300647,83.6163309,854101
ощепково,56.9756023,63.2645051,792704
косулино,56.7474903,61.0366608,794004
козельск,54.0369951,35.7594185,185103
миньяр,55.055352,57.5165176,656001
икорец,51.0513851,39.7607191,582503
свияжск,55.7990792,48.5275397,249004
кубанская,45.1241909,40.9768822,529802
стопятый,45.0739408,39.256387,525604
кизнер,56.2826931,51.510593,254203
дзержинская-новая,54.6634539,20.5336753,102505
бакарица,64.4694125,40.6086167,290305
марцево,47.2631133,38.8842416,511404
алексиково,50.9729801,42.3596509,612906
готня,50.7950175,35.7735738,436400
богословская,44.6783002,41.8236846,530602
кучуры,53.9742706,48.3468604,644502
светогорск,61.1177553,28.8460823,21806
самолуково,56.6543128,30.1855937,56909
дедовичи,57.5526299,29.9436008,57403
локня,56.8278762,30.1535064,57009
питкяранта,61.5741206,31.4622501,24804
леппясилта,61.6805634,31.261264099999998,24908
патриаршая,52.6543601,39.0620157,592806
лобаново,53.0599883,38.1965916,593601
обидимо,54.2885834,37.4681586,211100
малая андреевка,53.2801893,38.0945832,225207
бусловская,60.8405101,28.3777779,28504
поярково-перевалка,49.6166712,128.6754882,956108
хани,56.914957,119.9554853,904601
муртыгит,54.42897,123.8649648,910602
улак,54.7045589,128.4665492,913102
лена-восточная,56.808982,105.9508728,927800
усть-илимск,57.9098651,102.7761099,926403
борзя,50.3893582,116.5191749,944702
войновка,57.1016074,65.6406149,790408
салым,60.0580664,71.4622048,796705
тобольск,58.2887056,68.3109169,796103
юность комсомольская,58.9275192,69.1214101,796508
новосергиевская,52.0814155,53.6436002,811407
черный мыс,61.2733807,73.2430045,797407
троицко-печорск,62.7490905,56.0460837,286408
котлас-узловой,61.2114918,46.6531312,280204
лименда,61.2398233,46.7627612,280308
пятовская,54.6905171,36.0722539,188900
белгород,50.5929535,36.6053445,434509
гагарский,56.7470155,61.1970296,793904
березит,56.9536486,60.7230608,785005
челябинск-южный,55.0927441,61.5529203,800605
кардаил,51.2396796,42.4741074,605000
лимбей,65.0870337,77.7963513,798503
деревянка,61.563032,34.450674,49801
заколпье,55.5041897,40.9615813,243008
грязовец,58.8842292,40.2293164,303209
бакланка,58.7174899,40.1255049,303105
скалино,58.5423118,40.2139896,302901
рыбкино,59.2653447,39.8973656,300501
печаткино,59.5074124,40.1436299,300709
обозерская,63.4482931,40.3129415,295002
явенга,60.606791,40.1572555,292803
вандыш,61.3307088,40.2461708,293308
кипелово,59.235251,39.1488522,301805
шексна,59.209496,38.5200164,302102
кадуй,59.1962094,37.1505287,46108
бабаево,59.3846765,35.9557629,46409
заборье,59.5145441,35.2218863,46700
подборовье,59.5075928,35.0385976,46803
ефимовская,59.4956884,34.6750256,47007
торошино,57.9347814,28.5952234,71106
ярославль,57.6006861,39.8696047,310109
сахтыш,56.8027719,40.5527079,318007
оболсуново,56.8859946,40.6323134,318204
текстильный,56.9969659,40.8874564,318401
петровская,56.6357502,40.3065822,317702
юрьев-польский,56.4849387,39.6694261,317305
иваново,57.0181851,40.9803531,318505
горкино,57.1527059,41.6082099,316507
вичуга,57.2217272,41.9242626,316603
кольчугино,56.2903035,39.3835937,317108
максатиха,57.7969575,35.860045,51905
малышево,57.8315534,35.6259222,52005
брусово,57.8541342,35.4132003,52109
удомля,57.8801557,35.0073521,52306
мста,57.9179536,34.5236698,52503
полюстрово,59.9643605,30.4458547,37306
западная двина,56.2624657,32.0738286,65306
старая торопа,56.2797084,31.6664802,65407
кунья,56.2947838,30.9829125,65804
мостовая,56.2194325,33.1432401,64604
пукса,62.6052254,40.3128827,294404
шапки,59.5913192,31.1676684,31507
красновка,54.6010029,21.7444916,586701
волжский,48.8103433,44.7545806,610402
гумрак,48.7795618,44.3778831,610603
джанкой,45.7095573,34.3869777,856200
джанкой,45.7095573,34.3869777,470007
владикавказ,43.0380256,44.6887055,538708
колонка,43.1013158,44.6360564,538604
беслан,43.1951689,44.5415622,538500
дарг-кох,43.2673313,44.2924587,538202
муртазово,43.481418,44.1314699,538002
котляревская,43.6218715,44.0666462,537705
прохладная,43.7494824,44.053486,537601
аполлонская,43.9571283,43.6457446,537300
зольский,44.024105,43.5781935,537207
георгиевск,44.1682811,43.4776171,536308
анапа,44.9506559,37.3184833,522803
брюховецкая,45.7977815,38.9877011,516107
каневская,46.0868915,38.9415899,516003
шахтная,47.7273953,40.1983899,512801
развильная,46.2274328,41.2934205,518300
котлубань,48.9478641,44.22079,614704
набережные челны,55.6724597,52.2754746,648503
салтыковка,52.1163065,44.0740583,608506
ардым,53.0466111,44.8652565,608402
струги красные,58.266199,29.1114843,71504
эссойла,61.8440628,33.2137513,25506
кондопога,62.2093573,34.2758079,10708
кедрозеро,62.3623945,34.4877577,10801
кяппесельга,62.6741372,34.2694715,11005
медвежья гора,62.9086411,34.4490776,11306
надвоицы,63.8936248,34.2686038,11908
идель,64.1369171,34.2455757,12101
летний,64.3018233,34.419124,12205
полярные зори,67.3732377,32.4874923,15504
минеральные воды,44.2138673,43.1398622,530000
крымская,44.912424,38.0039097,521603
тоннельная,44.8374073,37.6546373,521406
ильская,44.8618678,38.5532375,523806
кавказская,45.4355779,40.5711727,520009
гайдук,44.7894346,37.6939175,521302
хабль,44.8686304,38.4716736,523702
афипская,44.8909893,38.8337914,524000
титаровка,45.2486755,39.0105911,520704
ведмидивка,45.4489776,38.9933773,520507
албаши,46.3268982,38.9371428,515804
двойная,46.8745277,42.0449138,519001
кореновск,45.4589393,39.4714227,524902
динская,45.1992474,39.2320999,524601
петровск-саратовский,52.2959937,45.3865787,609301
филоново,50.5380287,42.6712485,613307
борисоглебск,51.3568079,42.0915976,599006
варениковская,45.1061148,37.6737392,522606
разъезд 9 км,44.9750007,38.0406642,521800
керчь,45.3617542,36.4324618,471103
керчь,45.3617542,36.4324618,867309
энем 2,44.9105843,38.9069451,524300
вышестеблиевская,45.2059466,37.0273583,523204
иргиз,51.9410316,48.5003042,625304
юльевка,51.9334256,47.9286249,625200
шира,54.48827,89.9604528,885504
лапино,58.1814078,28.9888872,71307
владимирский лагерь,58.2287218,29.0572339,71400
идрица,56.3270345,28.8955128,66309
жарковский,55.8519229,32.2699316,65005
